Index,Country,Year,Happiness Rank,Happiness Score,Freedom,Generosity,Life Expectancy,GDP/capita,Corruption
0,Switzerland,2015,1,7.587,0.66557,0.29678,0.94143,4.041071986625883,0.41978
1,Iceland,2015,2,7.561,0.62877,0.4363,0.94784,3.6778193183402643,0.14145
2,Denmark,2015,3,7.527,0.64938,0.34139,0.87464,3.763991637443416,0.48357
3,Norway,2015,4,7.522,0.66973,0.34699,0.88521,4.301655721079145,0.36503
4,Canada,2015,5,7.427,0.63297,0.45811,0.90563,3.7670417057806596,0.32957
5,Finland,2015,6,7.406,0.64169,0.23351,0.88911,3.6336948659257877,0.41372
6,Netherlands,2015,7,7.378,0.61576,0.4761,0.89284,3.778926596028692,0.31814
7,Sweden,2015,8,7.364,0.6598,0.36262,0.91087,3.787514502988358,0.43844
8,New Zealand,2015,9,7.286,0.63938,0.47501,0.90837,3.4909712757411335,0.42922
9,Australia,2015,10,7.284,0.65124,0.43562,0.93156,3.7946037815184974,0.35637
10,Israel,2015,11,7.278,0.41319,0.33172,0.91387,3.416340674422117,0.07785
11,Costa Rica,2015,12,7.226,0.63376,0.25497,0.86027,2.6006983366953644,0.10583
12,Austria,2015,13,7.2,0.62433,0.33088,0.89042,3.8084793929070075,0.18676
13,Mexico,2015,14,7.187,0.48181,0.14074,0.81444,2.7746926935414247,0.21312
14,United States,2015,15,7.119,0.54604,0.40105,0.86179,4.032997919411201,0.1589
15,Brazil,2015,16,6.983,0.49049,0.14574,0.69702,2.667762216950317,0.17521
16,Luxembourg,2015,17,6.946,0.61583,0.28034,0.91894,4.777464660331185,0.37798
17,Ireland,2015,18,6.94,0.61777,0.45901,0.89533,3.8036456941264314,0.28703
18,Belgium,2015,19,6.937,0.5845,0.2225,0.89667,3.6981030537315718,0.2254
19,United Arab Emirates,2015,20,6.901,0.64157,0.26428,0.80925,4.1673069006823065,0.38583
20,United Kingdom,2015,21,6.867,0.59625,0.51912,0.90943,3.547950099691773,0.32067
21,Oman,2015,22,6.853,0.63274,0.21542,0.76276,3.8966219066312457,0.32524
22,Venezuela,2015,23,6.81,0.42908,0.05841,0.72052,2.8412383617392964,0.11069
23,Singapore,2015,24,6.798,0.54252,0.31105,1.02525,4.580737447946149,0.4921
24,Panama,2015,25,6.786,0.5421,0.24434,0.79661,2.8965778834293476,0.0927
25,Germany,2015,26,6.75,0.61477,0.28214,0.89186,3.773186990807762,0.21843
26,Chile,2015,27,6.67,0.44132,0.33363,0.85857,3.0257227846007764,0.12869
27,Qatar,2015,28,6.611,0.6404,0.32573,0.79733,5.421757365092486,0.52208
28,France,2015,29,6.575,0.55011,0.12332,0.94579,3.5886640416632662,0.20646
29,Argentina,2015,30,6.574,0.44974,0.11451,0.78723,2.867699097375251,0.08484
30,Czech Republic,2015,31,6.505,0.46364,0.10686,0.84483,3.2510564335527357,0.02652
31,Uruguay,2015,32,6.485,0.60362,0.2324,0.8116,2.891166344153525,0.24558
32,Colombia,2015,33,6.477,0.53466,0.18401,0.69077,2.5058048992714914,0.0512
33,Thailand,2015,34,6.455,0.55664,0.5763,0.7385,2.6297794937655925,0.03187
34,Saudi Arabia,2015,35,6.411,0.31048,0.13706,0.72025,4.036629251392949,0.32524
35,Spain,2015,36,6.329,0.45951,0.18227,0.95562,3.421605892237863,0.06398
36,Malta,2015,37,6.302,0.60365,0.51752,0.88721,3.3447769174134296,0.13586
37,Taiwan,2015,38,6.298,0.3974,0.25376,0.8753,3.636348431611549,0.08129
38,Kuwait,2015,39,6.295,0.55499,0.16228,0.72492,4.731394597708685,0.25609
39,Suriname,2015,40,6.269,0.59657,0.16991,0.6082,2.7056441039062733,0.13633
40,Trinidad and Tobago,2015,41,6.168,0.55884,0.31844,0.61483,3.35962714813243,0.0114
41,El Salvador,2015,42,6.13,0.4035,0.10692,0.67737,2.148006064571625,0.11776
42,Guatemala,2015,43,6.123,0.57733,0.27489,0.64425,2.10755814484324,0.09472
43,Uzbekistan,2015,44,6.003,0.65821,0.22837,0.59772,1.8821975428976354,0.30826
44,Slovakia,2015,45,5.995,0.31751,0.16893,0.78902,3.2184825798819907,0.03431
45,Japan,2015,46,5.987,0.49615,0.10705,0.99111,3.56348856845363,0.1806
46,South Korea,2015,47,5.984,0.33208,0.18557,0.96538,3.471580618847444,0.07857
47,Ecuador,2015,48,5.975,0.48574,0.11541,0.79075,2.372679720118312,0.1809
48,Bahrain,2015,49,5.96,0.45492,0.17362,0.74716,3.75752313633267,0.306
49,Italy,2015,50,5.948,0.26236,0.22823,0.95446,3.4943242173202966,0.02901
50,Bolivia,2015,51,5.89,0.57414,0.20536,0.5392,1.9765047361847015,0.088
51,Moldova,2015,52,5.889,0.32818,0.20951,0.61826,1.8120884139480788,0.01615
52,Paraguay,2015,53,5.878,0.53899,0.3424,0.66098,2.1379555031181487,0.08242
53,Kazakhstan,2015,54,5.855,0.51649,0.11827,0.64368,3.072648827952034,0.08454
54,Slovenia,2015,55,5.848,0.60855,0.25328,0.87337,3.2706214083836556,0.03787
55,Lithuania,2015,56,5.833,0.21342,0.02641,0.73128,3.1494568203995215,0.01031
56,Nicaragua,2015,57,5.828,0.55475,0.27815,0.74314,1.809860915391367,0.19317
57,Peru,2015,58,5.824,0.41496,0.14982,0.73017,2.4600704801467175,0.05989
58,Belarus,2015,59,5.813,0.37938,0.11046,0.73608,2.806449047332106,0.1909
59,Poland,2015,60,5.791,0.53122,0.16759,0.77903,3.081911434153158,0.04212
60,Malaysia,2015,61,5.77,0.53024,0.33075,0.72394,3.0797856487438993,0.10501
61,Croatia,2015,62,5.759,0.25883,0.05444,0.78805,2.952168544120078,0.0243
62,Libya,2015,63,5.754,0.41668,0.18295,0.7038,3.1001484579322747,0.11023
63,Russia,2015,64,5.716,0.36679,0.00199,0.66926,3.1193978924230588,0.03005
64,Jamaica,2015,65,5.709,0.50442,0.2123,0.68741,2.2487623540309247,0.02299
65,North Cyprus,2015,66,5.695,0.49027,0.26169,0.92356,3.3469851988316295,0.1428
66,Cyprus,2015,67,5.689,0.40672,0.30638,0.92356,3.347219495995853,0.06146
67,Algeria,2015,68,5.605,0.28579,0.07822,0.61766,2.5581644766128937,0.17383
68,Kosovo,2015,69,5.589,0.24749,0.2831,0.63132,2.228837167681963,0.04741
69,Turkmenistan,2015,70,5.548,0.4761,0.16979,0.53886,2.6077036331205155,0.30844
70,Mauritius,2015,71,5.477,0.56066,0.37744,0.7095,2.739046863921415,0.07521
71,Hong Kong,2015,72,5.474,0.59608,0.39478,1.01328,3.998982684908625,0.37124
72,Estonia,2015,73,5.429,0.44888,0.0868,0.77361,3.163692948999167,0.15184
73,Indonesia,2015,74,5.399,0.46611,0.51535,0.63793,2.2893547287021843,0.0
74,Vietnam,2015,75,5.36,0.59444,0.1686,0.74676,1.881670601360882,0.10441
75,Turkey,2015,76,5.332,0.22815,0.12253,0.73172,2.8892010193256725,0.15746
76,Kyrgyzstan,2015,77,5.286,0.43477,0.3003,0.65088,1.6068568439608597,0.04232
77,Nigeria,2015,78,5.268,0.34334,0.27233,0.16007,1.9238915813383237,0.0403
78,Bhutan,2015,79,5.253,0.53206,0.47998,0.57407,2.16067354612956,0.15445
79,Azerbaijan,2015,80,5.212,0.3703,0.07799,0.64045,2.784003500959671,0.16065
80,Pakistan,2015,81,5.194,0.12102,0.33671,0.51466,1.8138107159052277,0.10464
81,Jordan,2015,82,5.192,0.40661,0.11053,0.69639,2.464477949814702,0.14293
82,Montenegro,2015,82,5.192,0.1826,0.1614,0.72521,2.649523996760844,0.14296
83,China,2015,84,5.14,0.51697,0.08185,0.81658,2.435421884381664,0.02781
84,Zambia,2015,85,5.129,0.48827,0.19591,0.29924,1.6006023065449975,0.12468
85,Romania,2015,86,5.124,0.35068,0.13748,0.7689,2.8389946698085256,0.00649
86,Serbia,2015,87,5.123,0.20107,0.19231,0.74836,2.51062066633507,0.02617
87,Portugal,2015,88,5.102,0.51469,0.13719,0.87519,3.189646195040176,0.01078
88,Latvia,2015,89,5.098,0.29671,0.18226,0.72437,3.0438403768270628,0.06332
89,Philippines,2015,90,5.073,0.62545,0.24991,0.58114,2.024494419493527,0.12279
90,Somaliland region,2015,91,5.057,0.46582,0.50318,0.43873,1.2074008604174666,0.39928
91,Morocco,2015,92,5.013,0.41691,0.07172,0.60954,2.085044087268261,0.08546
92,Macedonia,2015,93,5.007,0.33457,0.22359,0.73545,2.505554331310171,0.05327
93,Mozambique,2015,94,4.971,0.34037,0.22269,0.09131,1.0866287353699484,0.15603
94,Albania,2015,95,4.959,0.35733,0.14272,0.81325,2.407695341182906,0.06413
95,Bosnia and Herzegovina,2015,96,4.949,0.09245,0.24808,0.79081,2.2984385475183697,0.00227
96,Lesotho,2015,97,4.898,0.31767,0.16388,0.07612,1.4556463080947604,0.12504
97,Dominican Republic,2015,98,4.885,0.57672,0.21684,0.66825,2.4482414712452094,0.14234
98,Laos,2015,99,4.876,0.59591,0.42192,0.54909,1.8051794407471504,0.24249
99,Mongolia,2015,100,4.874,0.43626,0.3323,0.60268,2.289171587649628,0.02666
100,Swaziland,2015,101,4.867,0.30658,0.18259,0.07566,2.038185599327205,0.0306
101,Greece,2015,102,4.857,0.07699,0.0,0.88213,3.1710412373593915,0.01397
102,Lebanon,2015,103,4.839,0.33916,0.21854,0.83947,2.788879772579553,0.04582
103,Hungary,2015,104,4.8,0.32112,0.128,0.75905,3.0677365207210543,0.02758
104,Honduras,2015,105,4.788,0.40148,0.23027,0.6951,1.8136112076996305,0.06825
105,Tajikistan,2015,106,4.786,0.47216,0.22974,0.57379,1.4776751380138564,0.15072
106,Tunisia,2015,107,4.739,0.26268,0.06431,0.73793,2.4136255629043224,0.06358
107,Palestinian Territories,2015,108,4.715,0.24499,0.11251,0.66015,1.8196969932447362,0.12905
108,Bangladesh,2015,109,4.694,0.4082,0.21222,0.60164,1.4881444376302846,0.12569
109,Iran,2015,110,4.686,0.30033,0.38086,0.69805,2.7423082698411307,0.05863
110,Ukraine,2015,111,4.681,0.25123,0.15275,0.6739,2.2234721375658584,0.02961
111,Iraq,2015,112,4.677,0.0,0.17922,0.60237,2.679124333768246,0.13788
112,South Africa,2015,113,4.642,0.33207,0.11973,0.27688,2.5105202435168863,0.08884
113,Ghana,2015,114,4.633,0.42342,0.23087,0.40132,1.7256089453734338,0.04355
114,Zimbabwe,2015,115,4.61,0.25861,0.18987,0.33475,1.311275070384588,0.08079
115,Liberia,2015,116,4.571,0.28531,0.24362,0.34201,1.073795963586587,0.06232
116,India,2015,117,4.565,0.39786,0.26475,0.51529,1.905967969496929,0.08492
117,Sudan,2015,118,4.55,0.10081,0.19062,0.36878,1.68382838250431,0.1466
118,Haiti,2015,119,4.518,0.24425,0.46187,0.38847,1.3056878630110351,0.17175
119,Congo (Kinshasa),2015,120,4.517,0.22605,0.24834,0.09806,1.0,0.07625
120,Nepal,2015,121,4.514,0.38282,0.32296,0.56874,1.4332864153228952,0.05907
121,Ethiopia,2015,122,4.512,0.4345,0.24325,0.44055,1.210132672146514,0.15048
122,Sierra Leone,2015,123,4.507,0.4084,0.21488,0.0,1.3913020008776986,0.08786
123,Mauritania,2015,124,4.436,0.24232,0.219,0.35874,1.574708223192697,0.17461
124,Kenya,2015,125,4.419,0.42215,0.37542,0.41435,1.4400963196546128,0.05839
125,Djibouti,2015,126,4.369,0.46074,0.18093,0.36291,1.553095443842108,0.28105
126,Armenia,2015,127,4.35,0.19847,0.07855,0.7299,2.155903730180592,0.039
127,Botswana,2015,128,4.332,0.49495,0.10461,0.04776,2.700805332952277,0.12474
128,Myanmar,2015,129,4.307,0.44017,0.79588,0.48246,1.311379976586411,0.19034
129,Georgia,2015,130,4.297,0.40577,0.05547,0.72926,2.09992157753265,0.38331
130,Malawi,2015,131,4.292,0.43054,0.33128,0.22562,1.0161693313664248,0.06977
131,Sri Lanka,2015,132,4.271,0.53726,0.40828,0.70806,2.3053672700425567,0.09179
132,Cameroon,2015,133,4.252,0.49309,0.20618,0.23402,1.5257712196034616,0.05786
133,Bulgaria,2015,134,4.218,0.30587,0.11921,0.76649,2.7515379227614476,0.00872
134,Egypt,2015,135,4.194,0.17288,0.11291,0.61712,2.4152432338907346,0.06324
135,Yemen,2015,136,4.077,0.35571,0.09131,0.40064,1.727179964218885,0.07854
136,Angola,2015,137,4.033,0.10384,0.12344,0.16683,2.1335345125305776,0.07122
137,Mali,2015,138,3.995,0.38857,0.18798,0.20583,1.2978901701169696,0.12352
138,Congo (Brazzaville),2015,139,3.989,0.41466,0.12388,0.31051,1.9712345074253927,0.11686
139,Comoros,2015,140,3.956,0.22917,0.17441,0.36315,1.2700547375820386,0.199
140,Uganda,2015,141,3.931,0.45727,0.29066,0.33861,1.2349370535554798,0.07267
141,Senegal,2015,142,3.904,0.36772,0.20843,0.4354,1.440485198157155,0.10713
142,Gabon,2015,143,3.896,0.31914,0.06822,0.43372,2.887063801439518,0.11091
143,Niger,2015,144,3.845,0.47692,0.19387,0.29707,1.0718648693583321,0.15639
144,Cambodia,2015,145,3.819,0.66246,0.40359,0.61114,1.5846760474934096,0.07247
145,Tanzania,2015,146,3.781,0.32878,0.34377,0.38215,1.3300280071241117,0.05747
146,Madagascar,2015,147,3.681,0.19184,0.21333,0.46721,1.2315086961713357,0.08124
147,Central African Republic,2015,148,3.678,0.48879,0.23835,0.06699,1.0816633551622767,0.08289
148,Chad,2015,149,3.667,0.23501,0.18386,0.1501,1.4076617577422088,0.05269
149,Guinea,2015,150,3.656,0.37725,0.28657,0.24009,1.1902578924638296,0.12139
150,Ivory Coast,2015,151,3.655,0.46866,0.20165,0.15185,1.5925555657401724,0.17922
151,Burkina Faso,2015,152,3.587,0.39493,0.21747,0.27125,1.294494148602085,0.12832
152,Afghanistan,2015,153,3.575,0.23414,0.3651,0.30335,1.3768799036465078,0.09719
153,Rwanda,2015,154,3.465,0.59201,0.22628,0.42864,1.2486712675700475,0.55191
154,Benin,2015,155,3.34,0.4845,0.1826,0.3191,1.331957946602422,0.0801
155,Syria,2015,156,3.006,0.15684,0.47179,0.72193,1.9409935865838748,0.18906
156,Burundi,2015,157,2.905,0.1185,0.19727,0.22396,1.01541764421976,0.10062
157,Togo,2015,158,2.839,0.36453,0.16681,0.28443,1.2320506792251789,0.10731
158,Denmark,2016,1,7.526,0.57941,0.36171,0.79504,4.041071986625883,0.44453
159,Switzerland,2016,2,7.509,0.58557,0.28083,0.86303,3.6778193183402643,0.41203
160,Iceland,2016,3,7.501,0.56624,0.47678,0.86733,3.763991637443416,0.14975
161,Norway,2016,4,7.498,0.59609,0.37895,0.79579,4.301655721079145,0.35776
162,Finland,2016,5,7.413,0.57104,0.25492,0.81091,3.7670417057806596,0.41004
163,Canada,2016,6,7.404,0.5737,0.44834,0.8276,3.6336948659257877,0.31329
164,Netherlands,2016,7,7.339,0.55211,0.47416,0.81231,3.778926596028692,0.29927
165,New Zealand,2016,8,7.334,0.58147,0.49401,0.83096,3.787514502988358,0.41904
166,Australia,2016,9,7.313,0.56837,0.47407,0.8512,3.4909712757411335,0.32331
167,Sweden,2016,10,7.291,0.58218,0.38254,0.83121,3.7946037815184974,0.40867
168,Israel,2016,11,7.267,0.36432,0.32288,0.84917,3.416340674422117,0.08728
169,Austria,2016,12,7.119,0.54355,0.32865,0.80565,2.6006983366953644,0.21348
170,United States,2016,13,7.104,0.48163,0.41077,0.779,3.8084793929070075,0.14868
171,Costa Rica,2016,14,7.087,0.55225,0.22553,0.76146,2.7746926935414247,0.10547
172,Puerto Rico,2016,15,7.039,0.46823,0.22202,0.77758,4.032997919411201,0.12275
173,Germany,2016,16,6.994,0.53466,0.30452,0.81487,2.667762216950317,0.28551
174,Brazil,2016,17,6.952,0.40425,0.15776,0.61415,4.777464660331185,0.14166
175,Belgium,2016,18,6.929,0.51354,0.2424,0.81959,3.8036456941264314,0.26248
176,Ireland,2016,19,6.907,0.54008,0.44963,0.81455,3.6981030537315718,0.29754
177,Luxembourg,2016,20,6.871,0.5487,0.27571,0.84542,4.1673069006823065,0.35329
178,Mexico,2016,21,6.778,0.37709,0.11735,0.71143,3.547950099691773,0.18355
179,Singapore,2016,22,6.739,0.4877,0.32706,0.94719,3.8966219066312457,0.46987
180,United Kingdom,2016,23,6.725,0.50036,0.50156,0.80991,2.8412383617392964,0.27399
181,Chile,2016,24,6.705,0.37789,0.31595,0.81883,4.580737447946149,0.11451
182,Panama,2016,25,6.701,0.48927,0.2418,0.70835,2.8965778834293476,0.08423
183,Argentina,2016,26,6.65,0.42284,0.10989,0.69711,3.773186990807762,0.07296
184,Czech Republic,2016,27,6.596,0.41418,0.09929,0.76376,3.0257227846007764,0.03986
185,United Arab Emirates,2016,28,6.573,0.56215,0.26591,0.72993,5.421757365092486,0.35561
186,Uruguay,2016,29,6.545,0.54388,0.18056,0.72183,3.5886640416632662,0.21394
187,Malta,2016,30,6.488,0.54994,0.56237,0.80315,2.867699097375251,0.17554
188,Colombia,2016,31,6.481,0.44735,0.15626,0.59659,3.2510564335527357,0.05399
189,France,2016,32,6.478,0.46562,0.1216,0.83795,2.891166344153525,0.17808
190,Thailand,2016,33,6.474,0.49553,0.58696,0.64915,2.5058048992714914,0.02833
191,Saudi Arabia,2016,34,6.379,0.37904,0.15457,0.59267,2.6297794937655925,0.30008
192,Taiwan,2016,34,6.379,0.32377,0.25495,0.79565,4.036629251392949,0.0663
193,Qatar,2016,36,6.375,0.56679,0.32388,0.71723,3.421605892237863,0.48049
194,Spain,2016,37,6.361,0.37545,0.17665,0.87896,3.3447769174134296,0.06137
195,Algeria,2016,38,6.355,0.21006,0.07044,0.61804,3.636348431611549,0.16157
196,Guatemala,2016,39,6.324,0.50379,0.28808,0.54039,4.731394597708685,0.08701
197,Suriname,2016,40,6.269,0.52234,0.16665,0.50933,2.7056441039062733,0.12692
198,Kuwait,2016,41,6.239,0.43166,0.15965,0.63569,3.35962714813243,0.23669
199,Bahrain,2016,42,6.218,0.47375,0.17147,0.65696,2.148006064571625,0.25772
200,Trinidad and Tobago,2016,43,6.168,0.48453,0.31935,0.52608,2.10755814484324,0.01241
201,Venezuela,2016,44,6.084,0.19847,0.0425,0.61904,1.8821975428976354,0.08304
202,Slovakia,2016,45,6.078,0.23391,0.13837,0.70367,3.2184825798819907,0.02947
203,El Salvador,2016,46,6.068,0.37269,0.08877,0.596,3.56348856845363,0.10613
204,Malaysia,2016,47,6.005,0.39031,0.41474,0.62366,3.471580618847444,0.09081
205,Nicaragua,2016,48,5.992,0.46582,0.29773,0.65213,2.372679720118312,0.16292
206,Uzbekistan,2016,49,5.987,0.60848,0.34326,0.50163,3.75752313633267,0.28333
207,Italy,2016,50,5.977,0.18827,0.16684,0.85102,3.4943242173202966,0.02556
208,Ecuador,2016,51,5.976,0.4027,0.10074,0.68613,1.9765047361847015,0.18037
209,Belize,2016,52,5.956,0.51231,0.23684,0.45569,1.8120884139480788,0.10771
210,Japan,2016,53,5.921,0.46761,0.10224,0.91491,2.1379555031181487,0.18985
211,Kazakhstan,2016,54,5.919,0.4052,0.15011,0.57386,3.072648827952034,0.11132
212,Moldova,2016,55,5.897,0.25202,0.19997,0.52309,3.2706214083836556,0.01903
213,Russia,2016,56,5.856,0.32682,0.02736,0.58991,3.1494568203995215,0.03586
214,Poland,2016,57,5.835,0.4519,0.14443,0.69058,1.809860915391367,0.055
215,South Korea,2016,57,5.835,0.25168,0.18824,0.88645,2.4600704801467175,0.07716
216,Bolivia,2016,59,5.822,0.50961,0.21698,0.4697,2.806449047332106,0.07746
217,Lithuania,2016,60,5.813,0.18929,0.02025,0.64674,3.081911434153158,0.0182
218,Belarus,2016,61,5.802,0.29091,0.13942,0.63104,3.0797856487438993,0.17457
219,North Cyprus,2016,62,5.771,0.43596,0.26322,0.84142,2.952168544120078,0.16578
220,Slovenia,2016,63,5.768,0.53164,0.25738,0.79151,3.1001484579322747,0.03635
221,Peru,2016,64,5.743,0.37502,0.14527,0.62994,3.1193978924230588,0.05292
222,Turkmenistan,2016,65,5.658,0.37408,0.22567,0.44006,2.2487623540309247,0.28467
223,Mauritius,2016,66,5.648,0.46145,0.36951,0.66189,3.3469851988316295,0.05203
224,Libya,2016,67,5.615,0.40672,0.17087,0.52304,3.347219495995853,0.10339
225,Latvia,2016,68,5.56,0.27996,0.17445,0.63952,2.5581644766128937,0.0889
226,Cyprus,2016,69,5.546,0.29507,0.27906,0.8488,2.228837167681963,0.05228
227,Paraguay,2016,70,5.538,0.46235,0.25296,0.58295,2.6077036331205155,0.07396
228,Romania,2016,71,5.528,0.36712,0.12889,0.67602,2.739046863921415,0.00679
229,Estonia,2016,72,5.517,0.41511,0.08423,0.68098,3.998982684908625,0.18519
230,Jamaica,2016,73,5.51,0.43597,0.22245,0.59469,3.163692948999167,0.04294
231,Croatia,2016,74,5.488,0.23907,0.18434,0.70524,2.2893547287021843,0.04002
232,Hong Kong,2016,75,5.458,0.48079,0.40097,0.95277,1.881670601360882,0.31647
233,Somalia,2016,76,5.44,0.56778,0.27225,0.11466,2.8892010193256725,0.3118
234,Kosovo,2016,77,5.401,0.14396,0.27992,0.54,1.6068568439608597,0.06547
235,Turkey,2016,78,5.389,0.23889,0.04707,0.64718,1.9238915813383237,0.12348
236,Indonesia,2016,79,5.314,0.39237,0.56521,0.49374,2.16067354612956,0.00322
237,Jordan,2016,80,5.303,0.36023,0.14262,0.60712,2.784003500959671,0.13297
238,Azerbaijan,2016,81,5.291,0.35327,0.0564,0.54504,1.8138107159052277,0.17914
239,Philippines,2016,82,5.279,0.54854,0.21674,0.47036,2.464477949814702,0.11757
240,China,2016,83,5.245,0.44012,0.04959,0.73561,2.649523996760844,0.02745
241,Bhutan,2016,84,5.196,0.46074,0.48546,0.49759,2.435421884381664,0.1616
242,Kyrgyzstan,2016,85,5.185,0.40212,0.38432,0.55449,1.6006023065449975,0.04762
243,Serbia,2016,86,5.177,0.15718,0.20737,0.6458,2.8389946698085256,0.04339
244,Bosnia and Herzegovina,2016,87,5.163,0.09511,0.29889,0.70766,2.51062066633507,0.0
245,Montenegro,2016,88,5.161,0.15111,0.17191,0.63533,3.189646195040176,0.12721
246,Dominican Republic,2016,89,5.155,0.52259,0.21286,0.57669,3.0438403768270628,0.12372
247,Morocco,2016,90,5.151,0.25646,0.04053,0.59471,2.024494419493527,0.08404
248,Hungary,2016,91,5.145,0.1977,0.099,0.67608,1.2074008604174666,0.04472
249,Pakistan,2016,92,5.132,0.14622,0.31185,0.40306,2.085044087268261,0.1388
250,Lebanon,2016,93,5.129,0.26228,0.23693,0.76171,2.505554331310171,0.03061
251,Portugal,2016,94,5.123,0.44727,0.11691,0.79363,1.0866287353699484,0.01521
252,Macedonia,2016,95,5.121,0.27668,0.23507,0.64738,2.407695341182906,0.07047
253,Vietnam,2016,96,5.061,0.55954,0.25075,0.66157,2.2984385475183697,0.11556
254,Somaliland Region,2016,97,5.057,0.3913,0.51479,0.33108,1.4556463080947604,0.36794
255,Tunisia,2016,98,5.045,0.23553,0.03936,0.59577,2.4482414712452094,0.0817
256,Greece,2016,99,5.033,0.05822,0.0,0.80029,1.8051794407471504,0.04127
257,Tajikistan,2016,100,4.996,0.43408,0.25998,0.53119,2.289171587649628,0.13509
258,Mongolia,2016,101,4.907,0.35972,0.34539,0.55469,2.038185599327205,0.03285
259,Laos,2016,102,4.876,0.52168,0.43079,0.38291,3.1710412373593915,0.22423
260,Nigeria,2016,103,4.875,0.27854,0.23219,0.05108,2.788879772579553,0.0305
261,Honduras,2016,104,4.871,0.26755,0.2044,0.58383,3.0677365207210543,0.06906
262,Iran,2016,105,4.813,0.22544,0.38538,0.64232,1.8136112076996305,0.0557
263,Zambia,2016,106,4.795,0.42662,0.17866,0.23573,1.4776751380138564,0.11479
264,Nepal,2016,107,4.793,0.37012,0.3816,0.50073,2.4136255629043224,0.07008
265,Palestinian Territories,2016,108,4.754,0.17744,0.11154,0.56844,1.8196969932447362,0.10613
266,Albania,2016,109,4.655,0.31866,0.1684,0.73007,1.4881444376302846,0.05301
267,Bangladesh,2016,110,4.643,0.39778,0.19132,0.52989,2.7423082698411307,0.12583
268,Sierra Leone,2016,111,4.635,0.30685,0.23897,0.0,2.2234721375658584,0.08196
269,Iraq,2016,112,4.575,0.24856,0.19589,0.51076,2.679124333768246,0.13636
270,Namibia,2016,113,4.574,0.48614,0.07795,0.34745,2.5105202435168863,0.10398
271,Cameroon,2016,114,4.513,0.42736,0.2268,0.12698,1.7256089453734338,0.06126
272,Ethiopia,2016,115,4.508,0.36703,0.29522,0.34578,1.311275070384588,0.1717
273,South Africa,2016,116,4.459,0.42483,0.13656,0.18611,1.073795963586587,0.08415
274,Sri Lanka,2016,117,4.415,0.50817,0.46978,0.62007,1.905967969496929,0.07964
275,India,2016,118,4.404,0.40285,0.25028,0.45091,1.68382838250431,0.08722
276,Myanmar,2016,119,4.395,0.42692,0.81971,0.3988,1.3056878630110351,0.20243
277,Egypt,2016,120,4.362,0.18847,0.12706,0.52116,1.0,0.10393
278,Armenia,2016,121,4.36,0.14037,0.07793,0.64083,1.4332864153228952,0.03616
279,Kenya,2016,122,4.356,0.40576,0.41328,0.30147,1.210132672146514,0.06686
280,Ukraine,2016,123,4.324,0.12859,0.20363,0.58628,1.3913020008776986,0.01829
281,Ghana,2016,124,4.276,0.40973,0.21203,0.29681,1.574708223192697,0.0326
282,Congo (Kinshasa),2016,125,4.272,0.15602,0.25458,0.188,1.4400963196546128,0.06075
283,Georgia,2016,126,4.252,0.32461,0.06786,0.64035,1.553095443842108,0.3188
284,Congo (Brazzaville),2016,127,4.236,0.37938,0.12077,0.28212,2.155903730180592,0.09753
285,Senegal,2016,128,4.219,0.31056,0.19103,0.40457,2.700805332952277,0.11681
286,Bulgaria,2016,129,4.217,0.21219,0.12793,0.67806,1.311379976586411,0.00615
287,Mauritania,2016,130,4.201,0.1268,0.22686,0.28639,2.09992157753265,0.17955
288,Zimbabwe,2016,131,4.193,0.25429,0.18503,0.1595,1.0161693313664248,0.08582
289,Malawi,2016,132,4.156,0.4143,0.30968,0.29364,2.3053672700425567,0.07564
290,Sudan,2016,133,4.139,0.0,0.18077,0.29759,1.5257712196034616,0.10039
291,Gabon,2016,134,4.121,0.28098,0.06244,0.3494,2.7515379227614476,0.09314
292,Mali,2016,135,4.073,0.27544,0.21064,0.16347,2.4152432338907346,0.13647
293,Haiti,2016,136,4.028,0.12072,0.47958,0.27494,1.727179964218885,0.14476
294,Botswana,2016,137,3.974,0.44089,0.12425,0.34752,2.1335345125305776,0.10769
295,Comoros,2016,138,3.956,0.15412,0.1827,0.29981,1.2978901701169696,0.18437
